Timestamp,Energy_Usage,Temp_C,Humidity,Wind_Speed,Solar_Radiation,Day_of_Week,Hour,Holiday,Energy_Price,Weather_Condition,Electricity_Imports,Gas_Consumption,Industrial_Load,Residential_Load,Commercial_Load,Peak_Hours,Population,Avg_Household_Size,Median_Income,GDP,CPI,Inflation,Energy_Efficiency,Storage_Charge,Battery_Usage,Grid_Frequency,Carbon_Emissions,Competitor_Price,Outage_Flag
01-01-2022 10:00,1644,19.05567922,59.96622524,14.35816412,0.232699788,5,15,1,0.16201832,Clear,140,493,806,526,225,1,52392,2.567934963,68742,3.521660802,121,2.975599084,88.72023927,41,12,50.15968398,422,0.163163285,1
01-01-2022 11:00,1308,20.20374574,51.20241719,5.636001897,0.48392007,1,20,1,0.169453351,Rainy,142,496,813,443,175,0,51678,2.994065294,65598,3.209396364,119,2.689287954,89.51810926,42,18,49.95605169,432,0.138054507,1
01-01-2022 12:00,1248,22.24090471,55.5702095,8.360177432,0.189184005,1,3,1,0.152955788,Rainy,116,411,825,566,150,1,46363,3.408789622,65911,3.848005604,128,2.288995212,87.45924869,35,11,49.8932847,457,0.126224346,0
01-01-2022 13:00,1968,20.43607547,52.85428004,10.83905113,0.068392981,0,12,0,0.181163025,Cloudy,114,490,780,505,160,1,52931,2.858994097,61328,3.071864533,124,2.665545165,85.41712482,43,12,49.58783748,403,0.147114579,1
01-01-2022 14:00,1192,16.37298176,55.94906277,14.62918578,0.306465692,1,4,0,0.155369448,Rainy,128,402,807,592,150,1,50174,2.789448898,63876,3.578680437,118,2.959777408,85.92401689,49,15,50.4882594,411,0.173676864,0
01-01-2022 15:00,1863,15.91801798,51.22042571,14.99765267,0.488885065,6,10,0,0.195401348,Cloudy,139,405,705,423,201,0,50443,3.02680901,60319,3.239138444,129,2.181057484,89.0428908,43,11,50.42830274,418,0.171150346,0
01-01-2022 16:00,1011,15.26552516,56.11319333,5.307478624,0.081905264,6,1,1,0.114675358,Cloudy,126,486,737,519,209,1,48402,3.134676102,69343,3.400446682,124,2.975707061,89.89149659,47,20,49.84855616,493,0.120374618,0
01-01-2022 17:00,1923,23.46977873,53.57851057,8.76103464,0.344117941,3,19,0,0.10925154,Rainy,121,434,738,589,204,1,47299,2.670663228,65691,3.570240819,116,2.033444253,83.99336784,40,12,49.6029462,437,0.125827892,0
01-01-2022 18:00,1303,23.46680214,55.14811769,10.51707034,0.49198523,5,2,0,0.152729949,Clear,145,443,753,424,247,0,47824,2.656806529,60651,3.970129012,127,2.514193988,80.69073555,45,15,50.29921452,435,0.14129886,0
01-01-2022 19:00,1812,18.55525601,51.97351715,9.278273509,0.39441922,3,19,1,0.115978031,Cloudy,106,478,741,574,169,0,50914,2.814362165,67100,3.024956593,119,2.208874263,85.06331475,43,13,49.94831108,420,0.161886519,0
01-01-2022 20:00,1123,19.77928245,56.98748223,11.25998305,0.372709528,1,17,0,0.143194492,Cloudy,101,434,722,595,181,0,53025,3.343801682,62649,3.292048865,123,2.936838342,81.57103392,45,23,50.21835045,441,0.162399146,0
01-01-2022 21:00,1132,18.72850475,53.41831892,9.402277603,0.380627903,3,13,0,0.10058116,Rainy,134,425,717,597,179,1,49019,2.848430849,66735,3.994255297,113,2.911460399,80.26105521,42,15,49.97734102,455,0.156097233,1
01-01-2022 22:00,1472,15.74829757,56.8028827,12.3532812,0.327761741,6,2,1,0.120710495,Rainy,103,401,882,452,234,0,54538,3.069590381,69611,3.152187984,129,2.059890414,86.11700293,37,14,49.67074856,495,0.122819978,1
01-01-2022 23:00,1510,19.52018621,53.74908668,9.755365424,0.303879375,4,22,1,0.173911322,Rainy,125,499,708,470,231,0,47234,3.097952039,67685,3.126176026,100,2.38586415,83.95663275,45,17,49.66593285,465,0.138968402,1
02-01-2022 00:00,1521,24.2467848,58.24568644,11.29049309,0.209140095,4,7,0,0.116331189,Cloudy,146,482,849,561,229,0,45050,2.974315583,67439,3.604310167,118,2.100551713,82.16551235,42,11,49.65430753,457,0.133245134,0
02-01-2022 01:00,1413,17.74368762,56.24754389,7.178238196,0.091329166,6,3,1,0.189051361,Clear,114,455,738,512,170,0,46395,3.03757649,62419,3.927078111,105,2.971690871,86.69559191,45,10,50.40579066,471,0.140668098,0
02-01-2022 02:00,1368,20.37707029,50.78406912,7.444456909,0.22179735,0,7,0,0.196844737,Rainy,123,410,888,494,153,0,52941,3.014295366,64671,3.915737167,128,2.531595458,82.04022701,32,20,49.6163525,431,0.141659439,0
02-01-2022 03:00,1653,22.06468274,55.3296989,13.04641791,0.139742711,5,3,1,0.130294422,Rainy,100,441,888,461,180,0,54369,2.573855209,64321,3.67813079,104,2.22922874,84.00936055,47,18,50.32083417,473,0.159236171,1
02-01-2022 04:00,1224,16.97421655,56.50021257,8.18696671,0.2479168,0,20,1,0.112509571,Clear,133,495,780,562,184,1,52241,2.639993755,61157,3.283302272,123,2.380884332,87.98050368,34,11,50.12201531,495,0.142713136,1
02-01-2022 05:00,1802,17.83828067,52.24003189,6.420403881,0.128750435,1,0,0,0.143004677,Cloudy,124,409,813,576,188,0,47863,3.295761094,68126,3.123115362,108,2.285909573,84.05957166,35,23,50.37545251,442,0.162271512,1
02-01-2022 06:00,1802,16.11438877,50.03273962,7.779506497,0.137906505,0,2,1,0.144518864,Clear,101,437,858,412,208,1,54311,3.175481495,60244,3.365687318,118,2.875137888,81.72352227,34,15,49.89559335,410,0.140740063,0
02-01-2022 07:00,1336,16.72947079,56.1752448,9.305239155,0.446153187,2,23,1,0.125412317,Clear,140,462,816,462,202,0,52426,3.372350992,63392,3.94769366,118,2.046136511,83.36286435,40,13,49.57967238,484,0.158563963,0
02-01-2022 08:00,1545,15.30603772,52.08590666,10.04075323,0.463844183,5,1,0,0.106969379,Clear,139,481,774,421,196,0,48587,2.861565268,64874,3.468905309,121,2.774433514,82.09477551,49,14,49.68058738,490,0.164056855,0
02-01-2022 09:00,1787,21.30764448,59.75484624,13.04651319,0.070311193,1,7,0,0.140893952,Cloudy,101,407,818,447,160,1,53301,3.086097418,66079,3.122474676,113,2.229306797,82.08743175,37,22,49.65894397,483,0.178383264,1
02-01-2022 10:00,1563,15.85481096,59.71982769,12.9477434,0.161608197,6,14,1,0.167776953,Clear,137,446,823,510,231,1,50494,2.722338462,62476,3.686790137,112,2.063229105,88.95808507,35,16,49.72904751,480,0.149233065,0
02-01-2022 11:00,1867,16.9120224,52.73009533,6.181217899,0.229810987,0,13,1,0.183360142,Rainy,112,492,720,504,185,1,45420,3.238047133,61188,3.612694787,125,2.427051384,88.48464207,35,21,49.9197876,489,0.173778169,1
02-01-2022 12:00,1691,20.89951833,57.48019757,14.22457543,0.175778114,5,5,0,0.109868081,Cloudy,112,453,758,584,163,0,50295,2.702786644,64455,3.992826335,121,2.468770271,80.19355922,45,21,50.41137996,457,0.126493448,1
02-01-2022 13:00,1405,21.35969905,51.42650937,6.946117593,0.4278037,6,18,0,0.193816953,Clear,120,464,876,494,163,1,52435,2.926624151,69844,3.500078203,111,2.82209777,86.18984926,38,22,50.37878544,491,0.153032681,0
02-01-2022 14:00,1474,21.22592443,56.01598006,9.548192515,0.320284164,6,1,0,0.115300143,Cloudy,117,484,825,496,211,1,53257,2.574714859,61073,3.397870531,102,2.471635273,87.84806436,35,24,49.61158107,484,0.126546911,0
02-01-2022 15:00,1090,20.58999715,53.31531526,6.825075848,0.153161982,3,14,1,0.159257759,Cloudy,117,431,859,520,164,0,50810,2.586034991,65417,3.091307073,115,2.10703099,86.61444813,49,23,49.81797755,425,0.179205136,1
02-01-2022 16:00,1959,23.42709545,59.15391321,12.90197319,0.264794117,0,2,1,0.159155915,Rainy,134,467,751,599,210,1,47071,2.701936461,67430,3.461362904,128,2.787450946,81.60806217,48,15,49.52364178,488,0.169963862,1
02-01-2022 17:00,1075,15.71565899,57.58501116,14.15410464,0.21129615,3,16,1,0.194546586,Rainy,106,460,712,499,243,0,48240,3.2737059,69156,3.824391339,127,2.09320594,85.91997493,31,16,49.98573387,499,0.17764302,0
02-01-2022 18:00,1530,19.65215897,50.47516481,13.58126283,0.314556204,1,2,0,0.101959468,Rainy,101,477,803,426,196,0,47240,3.338125803,62188,3.6731417,102,2.065854298,86.34345141,45,13,50.19464764,469,0.166389369,0
02-01-2022 19:00,1940,20.11183377,58.50352706,11.29265872,0.083935357,0,0,1,0.155147372,Cloudy,146,439,811,494,200,0,49393,2.692918819,63902,3.382003583,114,2.551970429,82.85932787,32,23,50.33388092,473,0.122962256,0
02-01-2022 20:00,1665,16.66570704,54.09541278,7.869413106,0.153888366,3,4,0,0.19551176,Rainy,130,434,780,546,157,1,47793,3.253504361,66176,3.556549954,111,2.448091783,84.76027688,38,10,49.86648752,421,0.12769897,1
02-01-2022 21:00,1027,15.22958355,52.461615,10.76052708,0.264677233,3,17,0,0.171203805,Cloudy,136,455,893,516,222,1,53900,3.283929707,65132,3.518604929,125,2.219296746,84.53349631,46,24,49.61099098,422,0.131615686,0
02-01-2022 22:00,1608,17.89506409,56.77136639,11.76231543,0.250653874,3,19,0,0.142262533,Cloudy,122,440,839,411,246,0,52924,2.592925562,63106,3.83144173,113,2.905608512,80.94184915,48,15,50.22506778,412,0.145718123,0
02-01-2022 23:00,1524,22.25799792,56.38098712,13.56829106,0.310492042,0,15,0,0.169793645,Cloudy,111,451,851,567,238,1,49196,3.135833845,66377,3.724801302,118,2.571134714,86.37748271,32,19,49.53199683,466,0.154080306,1
03-01-2022 00:00,1951,15.0569117,57.01457805,6.304458088,0.446435132,5,23,0,0.119540279,Cloudy,145,447,732,573,245,0,51188,2.586721146,60107,3.561249419,111,2.890096886,81.35895286,49,20,50.24832794,424,0.162391074,0
03-01-2022 01:00,1180,24.06641045,57.93791578,14.35855189,0.465801089,1,16,0,0.144400866,Rainy,124,417,801,595,248,1,51053,3.49685213,64737,3.991297447,110,2.811566378,87.96840218,30,24,50.36405091,465,0.166930413,0
03-01-2022 02:00,1035,16.841476,50.81020545,10.07643099,0.19080002,1,6,0,0.112641238,Cloudy,104,421,864,490,242,1,48027,3.344793295,67100,3.301878984,109,2.869133427,85.47015223,39,16,50.10409777,457,0.121109072,1
03-01-2022 03:00,1276,19.60526699,59.27571083,9.702877943,0.084666956,0,6,1,0.190464029,Clear,116,460,839,586,200,1,53044,3.143794555,61908,3.652413843,129,2.646995249,89.67569591,39,23,50.23652427,409,0.175351313,0
03-01-2022 04:00,1294,21.79654757,56.8427326,7.496334534,0.215376574,1,21,0,0.142421038,Cloudy,128,438,870,494,201,0,47775,2.786694811,61255,3.448452899,100,2.785974569,86.01997778,48,21,50.08870155,483,0.144876854,1
03-01-2022 05:00,1526,18.28554073,53.49037729,7.112385946,0.345797138,1,23,0,0.197274393,Cloudy,114,438,818,437,246,0,52033,3.229883149,63629,3.844419398,125,2.61495312,80.81890883,37,18,50.10588233,494,0.170838504,1
03-01-2022 06:00,1001,21.81403783,54.9430171,6.643566321,0.39463726,2,18,1,0.15304591,Cloudy,125,424,741,563,219,0,47769,2.596255455,67486,3.187637793,100,2.860935242,81.52702396,38,10,49.69044336,446,0.156018736,0
03-01-2022 07:00,1087,15.11366829,58.90768397,12.97363673,0.423841607,5,14,0,0.156343709,Cloudy,134,426,838,558,241,1,50008,2.926203328,65308,3.747130306,104,2.776891927,82.3697415,43,20,49.68442394,469,0.124156106,1
03-01-2022 08:00,1159,21.27322828,59.62986765,7.067199058,0.245546402,4,7,0,0.136166666,Rainy,126,462,718,597,225,1,45622,2.822630009,60431,3.882542324,124,2.975353,85.1664142,40,12,50.32092699,461,0.164245813,1
03-01-2022 09:00,1580,24.49552534,56.93253405,9.3072235,0.173811816,3,17,1,0.183258851,Clear,132,436,732,565,196,0,47677,2.896308493,68502,3.476376123,104,2.710484197,89.5314617,45,15,49.96765348,453,0.146099521,1
03-01-2022 10:00,1337,18.30157366,53.61467806,9.983803912,0.214288763,4,21,1,0.189277018,Rainy,119,425,897,456,176,1,51730,3.182067873,61522,3.974259966,111,2.280313089,87.79087648,33,16,50.04326557,443,0.145944665,1
03-01-2022 11:00,1804,21.96039824,59.14993748,11.82196601,0.48990675,0,22,0,0.119468717,Rainy,120,471,793,556,239,0,49062,2.556586331,62975,3.40229232,103,2.25807066,88.40919817,43,12,49.91030459,498,0.155063088,1
03-01-2022 12:00,1941,17.29123258,55.74717999,5.837865239,0.464015462,5,1,0,0.187652783,Clear,136,414,897,514,151,1,50068,3.019846397,65102,3.505762008,107,2.345957102,82.71874773,43,11,49.88692051,487,0.138543395,0
03-01-2022 13:00,1793,19.11844944,56.31333158,8.491578782,0.19672761,1,3,1,0.126406467,Clear,141,445,861,549,218,0,53538,3.350098258,63147,3.000321881,100,2.685978611,85.44778363,32,14,50.43933882,415,0.133331187,0
03-01-2022 14:00,1689,15.92776563,50.72671929,5.702043181,0.085271252,5,0,0,0.138778835,Cloudy,139,481,711,519,222,1,47734,2.931511369,69792,3.045653752,111,2.441816017,87.1957652,31,14,49.65898706,444,0.128703512,0
03-01-2022 15:00,1005,20.53655039,53.54765129,13.0040796,0.341004016,4,16,1,0.17499187,Clear,106,403,810,482,219,1,54720,2.98865097,60170,3.5857938,123,2.222860002,82.68080095,31,16,49.89212598,495,0.159620883,1
03-01-2022 16:00,1975,16.28686466,57.04346199,7.896639939,0.215095172,3,5,0,0.145076861,Cloudy,106,453,726,415,249,1,51212,2.917363617,64234,3.97314323,107,2.413679285,81.01917931,47,24,50.24263033,454,0.178273878,1
03-01-2022 17:00,1768,19.8923784,54.9901204,6.917914814,0.445504351,6,8,1,0.121365373,Clear,109,479,895,539,241,1,52762,2.528623996,62057,3.250608533,128,2.883193887,81.97787496,40,21,49.72740541,473,0.15431299,1
03-01-2022 18:00,1984,15.90529464,56.21388423,12.24278133,0.066092984,6,15,0,0.123225626,Cloudy,118,424,836,524,169,0,47673,2.532885656,69578,3.31514797,122,2.228657142,89.62555045,46,24,49.62133073,482,0.14564254,1
03-01-2022 19:00,1587,20.2614772,59.30707102,11.50486704,0.028481969,1,11,1,0.190129186,Rainy,127,470,716,520,243,0,45450,3.321745194,68340,3.500603899,111,2.542111888,85.48774363,39,15,50.20273473,477,0.146139684,1
03-01-2022 20:00,1175,21.16652998,51.17613984,9.38288389,0.340764438,1,20,0,0.136630708,Rainy,111,423,867,599,192,1,52640,2.904951528,63106,3.322474799,121,2.10016328,86.29814188,36,18,50.08234828,479,0.178328079,1
03-01-2022 21:00,1495,17.24042147,51.89507591,11.48407503,0.138815098,4,19,1,0.126614795,Rainy,119,404,832,406,209,1,54051,3.107969664,60913,3.547301151,118,2.202806757,88.80211928,35,10,49.74052162,440,0.128905093,1
03-01-2022 22:00,1654,15.82565147,53.34692501,10.83814961,0.009141693,2,3,0,0.156292576,Rainy,128,472,786,548,155,1,52560,3.030359079,64302,3.170927342,116,2.92392497,85.1176883,36,24,50.49204306,488,0.139377311,1
03-01-2022 23:00,1007,17.2059319,58.72733635,6.442331892,0.220893414,3,13,1,0.145192078,Cloudy,127,487,700,505,167,0,50137,2.675363933,67719,3.3670924,123,2.390974946,88.54675051,32,24,49.78817619,403,0.16404992,0
04-01-2022 00:00,1293,15.12262289,59.29414524,8.403349946,0.283896815,2,18,1,0.155073313,Clear,126,498,732,597,171,0,53757,2.769899521,65561,3.248972136,117,2.461603727,82.02069506,47,16,50.1032143,424,0.141222541,1
04-01-2022 01:00,1953,19.04807023,52.63514665,14.25755035,0.146636946,3,23,1,0.103806975,Rainy,127,426,766,432,160,0,45224,2.926847079,63101,3.060336344,114,2.711609571,89.7601132,37,18,49.8395021,410,0.135086391,1
04-01-2022 02:00,1603,18.22246225,55.85257024,10.90958475,0.441293792,0,18,1,0.118143259,Rainy,142,442,709,461,166,0,47534,3.443197632,63561,3.17953141,107,2.93086848,84.1162707,32,22,49.87797234,419,0.149830051,0
04-01-2022 03:00,1442,20.11531395,59.76053427,5.469996375,0.232031102,4,21,1,0.190338344,Rainy,141,447,795,482,228,0,50854,3.015678375,63094,3.927395652,112,2.287886075,87.73295469,30,19,49.78558067,435,0.152440431,0
04-01-2022 04:00,1405,19.87163883,50.46637928,8.080957861,0.112969863,4,13,1,0.18052957,Rainy,114,452,722,523,163,1,49869,2.984418658,62015,3.224837114,124,2.114909635,87.29424936,48,20,50.38317505,417,0.160243336,0
04-01-2022 05:00,1192,22.46468472,56.79916135,5.693405976,0.254031073,5,4,1,0.189284898,Clear,132,471,714,488,224,1,47648,2.849744453,68860,3.631073566,128,2.034796309,86.41215825,39,20,49.556444,413,0.129933059,1
04-01-2022 06:00,1698,23.71609409,54.46853337,11.57725953,0.049674528,0,8,0,0.194196355,Clear,112,421,725,544,198,0,47032,3.097322127,67238,3.405555869,115,2.076547066,84.22608047,44,11,49.60257768,460,0.159692996,1
04-01-2022 07:00,1539,18.41311031,50.71118272,9.606049896,0.186429245,6,15,1,0.126618251,Rainy,138,494,795,568,210,1,53467,2.953477039,65881,3.598524738,115,2.195565392,87.46787123,37,12,49.96002066,458,0.127891125,1
04-01-2022 08:00,1747,22.29793411,53.74393495,6.674186231,0.358111106,5,20,0,0.129071682,Cloudy,118,441,776,510,169,0,51558,2.874353546,63699,3.159879089,119,2.001708008,80.16846636,39,18,50.32294952,476,0.156838717,0
04-01-2022 09:00,1966,24.60225412,51.31237179,9.603428301,0.201757461,1,8,1,0.117208563,Cloudy,125,415,771,489,203,1,45098,3.284480653,64338,3.355167703,118,2.943536857,82.67224832,41,10,50.03933735,410,0.127659437,0
04-01-2022 10:00,1365,15.7060129,58.56022718,14.95744793,0.221945037,3,22,1,0.148496737,Cloudy,115,483,789,424,218,1,54949,2.698525428,69896,3.182734406,115,2.3242158,81.82485305,34,23,49.68540433,484,0.168790296,1
04-01-2022 11:00,1231,16.02870785,50.83556889,14.72384035,0.49578957,4,6,1,0.111352076,Rainy,138,408,857,471,164,1,47624,2.645729688,62267,3.878761992,115,2.996172627,80.50039324,47,11,50.2683994,429,0.133993132,1
04-01-2022 12:00,1237,24.28463894,51.18309818,5.560384657,0.226264915,5,1,0,0.117096341,Clear,126,437,742,427,162,1,48617,3.10030589,60790,3.053187013,125,2.763545231,82.28228708,41,23,50.37360275,466,0.161935491,0
04-01-2022 13:00,1857,15.47111812,52.34838203,8.403329454,0.147876003,1,15,1,0.171886744,Rainy,139,450,825,433,166,0,51902,3.319413215,65671,3.288938051,120,2.705176239,87.65643433,31,18,50.45106674,476,0.123420827,0
04-01-2022 14:00,1527,21.43346597,53.52254515,12.71805544,0.334853576,2,2,0,0.195860587,Rainy,102,487,785,582,223,1,52899,2.670846807,61490,3.485803439,115,2.119077837,86.71825441,38,12,50.35029151,427,0.166561062,1
04-01-2022 15:00,1135,20.84721194,58.6279036,9.373065047,0.253691588,5,20,1,0.168253153,Cloudy,149,469,712,470,174,0,54229,2.914442636,64837,3.808714643,118,2.770628404,80.37535052,33,22,49.99453522,424,0.133116705,0
04-01-2022 16:00,1698,18.2530296,58.0235474,13.00777244,0.291427301,0,3,0,0.192753391,Rainy,115,408,889,536,206,1,53026,2.983802541,61499,3.066499822,124,2.173963076,85.1046971,49,19,49.59725595,483,0.175356166,0
04-01-2022 17:00,1114,20.24508058,55.09006218,13.57186961,0.243721178,5,5,1,0.107623494,Cloudy,119,482,853,545,187,1,53807,3.01340238,62158,3.116069347,115,2.302975113,80.93369401,30,12,49.59704565,444,0.120508602,0
04-01-2022 18:00,1571,21.06813139,53.28284642,8.140136448,0.259197611,3,2,1,0.102225716,Rainy,139,498,772,590,219,0,45494,2.752292144,69044,3.15386524,117,2.838103815,88.48996528,47,20,50.06972299,469,0.123806796,1
04-01-2022 19:00,1088,23.77001823,56.9897549,10.578075,0.185995828,6,8,0,0.199144269,Clear,133,475,790,490,241,0,51447,2.911476275,68487,3.711857213,120,2.328961089,82.72007508,33,18,50.34106538,478,0.155336107,1
04-01-2022 20:00,1295,23.85223656,56.60446167,10.64351311,0.141692901,0,23,1,0.15298331,Clear,146,455,721,403,200,1,52084,3.163684381,63119,3.156738947,123,2.2147718,89.95092957,40,22,49.73055962,496,0.123921688,0
04-01-2022 21:00,1080,23.6848368,57.89811148,13.82312617,0.12039139,3,6,0,0.115035111,Cloudy,140,435,826,527,157,0,54529,2.528591061,60276,3.357369837,122,2.570796542,82.59579463,46,10,50.03049875,441,0.165059263,1
04-01-2022 22:00,1261,18.21876887,56.60792647,13.77449903,0.039181722,2,1,1,0.146332322,Cloudy,108,468,757,596,231,0,49505,2.531695571,66266,3.438812546,108,2.882475095,80.51588226,37,22,50.43274783,453,0.165900615,0
04-01-2022 23:00,1860,19.81825065,59.08067509,8.953446541,0.320668296,2,10,1,0.124698449,Cloudy,115,481,707,552,207,0,54976,3.044748243,60131,3.629637358,101,2.346560437,86.65099421,47,15,49.68640531,443,0.122045803,0
05-01-2022 00:00,1412,22.99095937,53.75775739,13.11694731,0.230762433,2,7,0,0.169484568,Clear,113,471,727,580,248,1,50033,2.720534277,64384,3.885412712,104,2.284826639,83.9141719,38,12,49.51825467,427,0.16720458,1
05-01-2022 01:00,1571,17.20699849,54.68770085,12.35277563,0.033317341,3,15,1,0.129275316,Cloudy,120,467,711,530,164,0,51977,3.23220067,61439,3.284583259,122,2.586729729,88.94726829,34,14,50.27286381,430,0.127007945,0
05-01-2022 02:00,1852,17.85607452,55.91143606,9.663708532,0.155506527,3,0,0,0.103943756,Clear,108,498,844,581,208,0,48431,3.000022484,61218,3.7460359,112,2.450931165,80.81123302,36,22,49.66984326,417,0.162157095,0
05-01-2022 03:00,1614,22.62060179,59.69192099,11.64945842,0.316696403,6,13,1,0.194645409,Cloudy,109,458,863,557,221,1,45746,3.136427811,61357,3.003404762,128,2.401954221,86.3860422,31,13,49.51764206,474,0.137158797,0
05-01-2022 04:00,1919,21.32795223,53.4124646,11.77094306,0.127373429,0,11,0,0.168782286,Rainy,132,458,850,497,166,1,46221,2.655266117,63681,3.140248148,100,2.51950844,86.7509756,46,10,50.04398074,463,0.168242231,1
05-01-2022 05:00,1968,24.99856011,57.42289607,13.70527276,0.076776948,1,0,0,0.116539921,Rainy,113,479,850,470,187,1,53394,2.763952757,62858,3.973793902,118,2.736812192,84.44159511,32,23,49.75330096,489,0.132422259,0
05-01-2022 06:00,1769,24.48376137,50.18141609,10.14867971,0.292647137,2,12,1,0.168579203,Rainy,111,438,820,543,168,0,54126,3.350864782,67918,3.460723898,100,2.091648439,80.7690096,37,22,49.54650056,445,0.136516803,1
05-01-2022 07:00,1042,21.57509977,53.4431371,6.446142012,0.249166833,1,14,0,0.11975972,Cloudy,125,428,837,480,183,1,48298,3.366082611,68210,3.396261412,109,2.154607131,84.92424099,40,21,49.66894951,409,0.173922979,1
05-01-2022 08:00,1418,20.75685672,58.16017088,10.70115924,0.300168379,6,1,0,0.157545099,Cloudy,100,405,800,447,247,0,54738,3.030594444,65976,3.793204893,104,2.51535575,84.04229758,33,10,50.04113398,492,0.135431599,1
05-01-2022 09:00,1647,20.80856781,54.52410831,5.946083415,0.043517332,5,5,1,0.194397254,Rainy,134,403,892,400,230,0,50106,3.177054656,69695,3.292504633,113,2.661250571,87.32660064,44,18,50.16827228,410,0.15895745,0
05-01-2022 10:00,1748,20.90448955,57.76097642,7.934680762,0.108850125,0,20,0,0.103041667,Cloudy,116,494,781,434,152,1,45226,2.764984815,65258,3.861125299,118,2.911169516,85.11447117,39,24,49.66670936,442,0.15275571,1
05-01-2022 11:00,1393,15.81867508,57.61793643,11.37162809,0.284841261,3,15,0,0.120978644,Rainy,120,483,712,411,195,0,54336,3.054746476,62749,3.234356972,111,2.679941812,83.54381355,38,22,49.86961997,408,0.167921276,0
05-01-2022 12:00,1355,21.55913276,52.09846224,7.89407898,0.380851344,1,6,1,0.107696033,Clear,149,448,702,435,210,0,45122,2.592568243,69721,3.373344595,117,2.165260712,88.72644926,49,14,50.06680957,423,0.139802198,1
05-01-2022 13:00,1439,24.68609231,59.55042841,11.4692463,0.030781419,6,1,0,0.150699139,Clear,106,433,874,466,165,1,54407,3.041902677,67988,3.064372568,123,2.420183375,85.38717881,40,15,49.67226412,470,0.143049208,1
05-01-2022 14:00,1806,21.89670782,56.46023728,6.647682083,0.379310326,0,4,0,0.182797944,Cloudy,107,408,870,530,174,1,46284,2.771589222,63378,3.630270904,103,2.599949023,81.72892862,35,16,50.37905504,406,0.127666685,1
05-01-2022 15:00,1181,17.26619574,59.76772384,5.092710942,0.465517877,5,20,0,0.151680792,Clear,120,475,704,513,163,1,51158,2.78590196,66173,3.7113045,109,2.656979194,80.63582538,45,24,50.06767205,405,0.164308622,1
05-01-2022 16:00,1620,22.8586184,58.84346706,8.696419425,0.254099672,0,23,1,0.121001083,Clear,139,432,752,438,178,1,49177,3.119879702,63783,3.823478834,122,2.316537287,87.68754246,31,12,50.28237289,471,0.14651146,1
